관리번호,설비번호(구),설비명,수리일자,고장내용,고장부품,불량유형,조치내용,수리처,수리시간(분),수리금액,predictions,labels
M000000372,RVT-021,리벳팅기,2023-04-04,우측베이스 제품감지 2ea 감지불가 콘넥터 전선 납땜 작업,우측베이스 제품감지,감지불가,콘넥터 전선 납땜 작업,오정수윤동태,120,,"{'고장부품': '우측베이스 제품감지', '불량유형': '감지불가', '조치내용': '콘넥터 전선 납땜 작업'}","{'고장부품': '우측베이스 제품감지', '불량유형': '감지불가', '조치내용': '콘넥터 전선 납땜 작업'}"
Z000000002,Z000000002,수동대차 리프트,2023-04-04,메니폴더 수몰검사대 수조 배관 용접 작업,메니폴더 수몰검사대 수조 배관,용접결함,배관 용접 작업,오정수,60,,"{'고장부품': '메니폴더 수조 배관', '불량유형': '용접 불량', '조치내용': '용접 작업'}","{'고장부품': '메니폴더 수몰검사대 수조 배관', '불량유형': '용접결함', '조치내용': '배관 용접 작업'}"
Z000000002,Z000000002,수동대차 리프트,2023-04-04,메니폴더 조립라인 조립대 제작,조립대,결함,메니폴더 조립라인에 조립대 제작,정은호오정수,180,,"{'고장부품': '메니폴더 조립라인 조립대', '불량유형': '제작 불량', '조치내용': '조립대 제작'}","{'고장부품': '조립대', '불량유형': '결함', '조치내용': '메니폴더 조립라인에 조립대 제작'}"
Z000000002,Z000000002,수동대차 리프트,2023-04-04,브레이징러 파이프 조립기 에어건설치,브레이징러 파이프,설치 오류,에어건 설치,오정수,40,,"{'고장부품': '브레이징러 파이프 조립기', '불량유형': '에어 건설', '조치내용': '에어 건설치'}","{'고장부품': '브레이징러 파이프', '불량유형': '설치 오류', '조치내용': '에어건 설치'}"
Z000000002,Z000000002,수동대차 리프트,2023-04-04,사출조립 납품 파렛트 2대 수리,파렛트,납품 파렛트,파렛트 2대 수리,오정수,60,,"{'고장부품': '사출조립 납품 파렛트', '불량유형': '고장', '조치내용': '파렛트 2대 수리'}","{'고장부품': '파렛트', '불량유형': '납품 파렛트', '조치내용': '파렛트 2대 수리'}"
Z000000002,Z000000002,수동대차 리프트,2023-04-04,피난유동등 점등 불량 1ea 교체,피난유동등,점등 불량,피난유동등 1ea 교체,송명호윤동태,40,,"{'고장부품': '피난유동등 점등', '불량유형': '불량', '조치내용': '1ea 교체'}","{'고장부품': '피난유동등', '불량유형': '점등 불량', '조치내용': '피난유동등 1ea 교체'}"
S000000019,CNV-001,스크랩 컨베어,2023-04-05,"600ton지하 컨베어 전진구동이상 플레이트 양쪽들림,환봉핀 수리",600ton지하 컨베어,"전진구동이상, 플레이트 양쪽들림",환봉핀 수리,보전반,150,,"{'고장부품': '600ton지하 컨베어 전진구동', '불량유형': '이상', '조치내용': '플레이트 양쪽들림, 환봉핀 수리'}","{'고장부품': '600ton지하 컨베어', '불량유형': '전진구동이상, 플레이트 양쪽들림', '조치내용': '환봉핀 수리'}"
M000000407,DWN-001,두원TL EOL검사1호기,2023-04-05,커넥트 접속좌 단선 터미널 조립,커넥트 접속좌,단선,터미널 조립,오정수,40,,"{'고장부품': '커넥트 접속좌', '불량유형': '단선', '조치내용': '터미널 조립'}","{'고장부품': '커넥트 접속좌', '불량유형': '단선', '조치내용': '터미널 조립'}"
M000000089,E-0403,파워프레스200TON PRESS (P5),2023-04-05,ncfeeder 소재밀림 로타리 캠 스위치 릴링싱 각도,로타리 캠 스위치,ncfeeder 소재밀림,릴링싱 각도 조정,윤동태,40,,"{'고장부품': 'ncfeeder 소재밀림 로타리 캠 스위치 릴링싱', '불량유형': '소재밀림', '조치내용': '릴링싱 각도 조정'}","{'고장부품': '로타리 캠 스위치', '불량유형': 'ncfeeder 소재밀림', '조치내용': '릴링싱 각도 조정'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-04-05,지그볼트체결 부라켓트 유동 고정볼트 고정,지그볼트체결 부라켓트,유동,고정볼트 고정,윤동태,40,,"{'고장부품': '지그볼트체결 부라켓트', '불량유형': '유동', '조치내용': '고정볼트 고정'}","{'고장부품': '지그볼트체결 부라켓트', '불량유형': '유동', '조치내용': '고정볼트 고정'}"
Z000000002,Z000000002,수동대차 리프트,2023-04-05,mx5 aaf 동기화 지그 제작,mx5 aaf 동기화 지그,제작불량,mx5 aaf 동기화 지그 제작,오정수,120,,"{'고장부품': 'mx5 aaf 동기화 지그', '불량유형': '제작 불량', '조치내용': '지그 제작'}","{'고장부품': 'mx5 aaf 동기화 지그', '불량유형': '제작불량', '조치내용': 'mx5 aaf 동기화 지그 제작'}"
Z000000002,Z000000002,수동대차 리프트,2023-04-05,메니폴더 조립라인 불량함 2ea 제작,메니폴더,조립 불량,불량품 2ea 제작,정은호오정수,240,,"{'고장부품': '메니폴더 조립라인', '불량유형': '불량함', '조치내용': '2ea 제작'}","{'고장부품': '메니폴더', '불량유형': '조립 불량', '조치내용': '불량품 2ea 제작'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-04-06,타발중 정지현황 오바로드펌프 오일보충 전면에어리어 센서 각도조정,"오바로드펌프, 전면 에어 리어 센서","오일 부족, 각도 불량","오바로드펌프 오일 보충, 센서 각도 조정",송명호윤동태,180,,"{'고장부품': '오바로드펌프', '불량유형': '오일 보충', '조치내용': '전면에어리어 센서 각도조정'}","{'고장부품': '오바로드펌프, 전면 에어 리어 센서', '불량유형': '오일 부족, 각도 불량', '조치내용': '오바로드펌프 오일 보충, 센서 각도 조정'}"
M000000184,POP-030,파워프레스1000TON PRESS(L3),2023-04-06,"무빙,메인기어 오일 보충",메인기어,오일 부족,오일 보충,보전반전원,100,,"{'고장부품': '메인기어', '불량유형': '오일 부족', '조치내용': '오일 보충'}","{'고장부품': '메인기어', '불량유형': '오일 부족', '조치내용': '오일 보충'}"
M000000217,RBT-034(이관),로보트용접기XM2호기(02),2023-04-06,팬던트 데더맨 키이비 활성화 KEY 접점이상 접점부활제 도포,팬던트 데더맨 키,접점 이상,접점부 활성제 도포,송명호정은호윤동태,120,,"{'고장부품': '패브던트 데더맨 키이비', '불량유형': '접점 이상', '조치내용': '접점부 활성화, KEY 접점 도포'}","{'고장부품': '팬던트 데더맨 키', '불량유형': '접점 이상', '조치내용': '접점부 활성제 도포'}"
Z000000001,Z000000001,기타,2023-04-06,NEN LH/RH UPPER 동기화 지그 제작:,NEN LH/RH UPPER,동기화 문제,지그 제작,오정수,360,,"{'고장부품': 'NEN LH/RH UPPER', '불량유형': '동기화 지그', '조치내용': '제작'}","{'고장부품': 'NEN LH/RH UPPER', '불량유형': '동기화 문제', '조치내용': '지그 제작'}"
Z000000001,Z000000001,기타,2023-04-06,지게차 충전기 출하장 입구 충전기이상 열동형 계전기 트립복구,지게차 충전기,충전기이상,열동형 계전기 트립복구,송명호윤동태,120,,"{'고장부품': '지게차 충전기', '불량유형': '충전기 이상', '조치내용': '열동형 계전기 트립 복구'}","{'고장부품': '지게차 충전기', '불량유형': '충전기이상', '조치내용': '열동형 계전기 트립복구'}"
M000000040,ASM-031,조립기(IB 스위치조립기),2023-04-07,50공정 조립불량 클램프실린더해제 레이져마킹동작이상 비상정지스위치 누음 복구,"클램프 실린더, 비상정지스위치","조립 불량, 누름","클램프 실린더 해제, 레이저마킹 동작 이상 복구",보전반전원,180,,"{'고장부품': '클램프 실린더, 레이져 마킹', '불량유형': '동작 이상, 누음', '조치내용': '비상 정지스위치 복구'}","{'고장부품': '클램프 실린더, 비상정지스위치', '불량유형': '조립 불량, 누름', '조치내용': '클램프 실린더 해제, 레이저마킹 동작 이상 복구'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-04-07,나사체결부볼트낙하진공솔분해직교파이프 분해 청소,나사 체결부 볼트,낙하,진공 솔로 분해 후 직교 파이프 청소,윤동태,40,,"{'고장부품': '나사체결부볼트', '불량유형': '낙하', '조치내용': '진공솔 분해 및 청소'}","{'고장부품': '나사 체결부 볼트', '불량유형': '낙하', '조치내용': '진공 솔로 분해 후 직교 파이프 청소'}"
Z000000001,Z000000001,기타,2023-04-07,L4L INNER COVER 1라인 LAY-OUT 변경(작업대외),L4L INNER COVER,1라인 LAY-OUT 변경,작업대 외부로 변경,오정수송명호윤동태,50,,"{'고장부품': 'L4L INNER COVER 1라인', '불량유형': 'LAY-OUT 변경', '조치내용': '작업대외'}","{'고장부품': 'L4L INNER COVER', '불량유형': '1라인 LAY-OUT 변경', '조치내용': '작업대 외부로 변경'}"
Z000000001,Z000000001,기타,2023-04-07,MX5 AAF 그리스 도포기 제작 ,MX5 AAF 그리스 도포기,제작결함,그리스 도포기 재제작,오정수,120,,"{'고장부품': 'MX5 AAF 그리스 도포기', '불량유형': '고장', '조치내용': '도포기 제작'}","{'고장부품': 'MX5 AAF 그리스 도포기', '불량유형': '제작결함', '조치내용': '그리스 도포기 재제작'}"
Z000000001,Z000000001,기타,2023-04-07,기숙사 급탕순환펌프 기동줄량 원인규명 안됨,기숙사 급탕순환펌프,기동줄량,원인 규명 안됨,윤동태,60,,"{'고장부품': '기숙사 급탕순환펌프 기동줄량', '불량유형': '원인규명 안됨', '조치내용': '기동줄량 원인규명'}","{'고장부품': '기숙사 급탕순환펌프', '불량유형': '기동줄량', '조치내용': '원인 규명 안됨'}"
Z000000001,Z000000001,기타,2023-04-07,메니폴더 2라인 이동에 따른 유틸리티 설치 완료,메니폴더 2라인 유틸리티,이동,유틸리티 설치 완료,윤동태,120,,"{'고장부품': '메니폴더 2라인', '불량유형': '이동', '조치내용': '유틸리티 설치 완료'}","{'고장부품': '메니폴더 2라인 유틸리티', '불량유형': '이동', '조치내용': '유틸리티 설치 완료'}"
Z000000001,Z000000001,기타,2023-04-07,포장밴딩기 동작이상 해체후 재조립,포장밴딩기,동작이상,해체 후 재조립,오정수,30,,"{'고장부품': '포장밴딩기', '불량유형': '동작 이상', '조치내용': '해체 후 재조립'}","{'고장부품': '포장밴딩기', '불량유형': '동작이상', '조치내용': '해체 후 재조립'}"
Z000000001,Z000000001,기타,2023-04-07,흡연실 콘센트 내부 물고임 콘센트교체,흡연실 콘센트,내부 물고임,콘센트 교체,오정수,30,,"{'고장부품': '흡연실 콘센트', '불량유형': '내부 물고임', '조치내용': '콘센트 교체'}","{'고장부품': '흡연실 콘센트', '불량유형': '내부 물고임', '조치내용': '콘센트 교체'}"
M000000378,BRZ-008,브로제(HOT RIVETING 1호기),2023-04-08,파워슬라이 고장 교체 DC24V,파워슬라이,고장,DC24V로 교체,송명호,30,45000.0,"{'고장부품': '파워슬라이', '불량유형': '고장', '조치내용': '교체 DC24V'}","{'고장부품': '파워슬라이', '불량유형': '고장', '조치내용': 'DC24V로 교체'}"
M000000394,BRZ-011,브로제TM EOL  BALANCE M/C 2호기,2023-04-08,커플바란스 값이상 지그 조정,커플바란스,값이상,지그 조정,송명호,20,,"{'고장부품': '커플바란스', '불량유형': '값이상', '조치내용': '지그 조정'}","{'고장부품': '커플바란스', '불량유형': '값이상', '조치내용': '지그 조정'}"
M000000562,HON-004, 한온JA FAN SHROUD조립라인,2023-04-08,스크류 체결기 동작불량 진공솔청소 하강실린더 점검,스크류 체결기,동작불량,진공솔 청소 및 하강 실린더 점검,송묭호,70,,"{'고장부품': '스크류 체결기', '불량유형': '동작불량', '조치내용': '진공솔청소 하강실린더 점검'}","{'고장부품': '스크류 체결기', '불량유형': '동작불량', '조치내용': '진공솔 청소 및 하강 실린더 점검'}"
S000000005,BDS-001,벤드쇼,2023-04-10,부스터펌프 모터 코일 OUT 베어링 교체 6201Z 약각소음 하우징교체,부스터펌프 모터 코일,약각 소음,베어링 교체 (6201Z 사용) 및 하우징 교체,윤돈태,150,,"{'고장부품': '부스터펌프 모터 코일', '불량유형': '베어링', '조치내용': '베어링 교체 (6201Z 약각 소음) 하우징 교체'}","{'고장부품': '부스터펌프 모터 코일', '불량유형': '약각 소음', '조치내용': '베어링 교체 (6201Z 사용) 및 하우징 교체'}"
S000000005,BDS-001,벤드쇼,2023-04-10,부스터펌프 모터 코일 OUT 베어링 교체 6201Z 약각소음 하우징교체,부스터펌프 모터 코일,OUT,"베어링 교체 (6201Z 사용), 약각소음 해결을 위한 하우징 교체",윤돈태,150,,"{'고장부품': '부스터펌프 모터 코일', '불량유형': '베어링', '조치내용': '베어링 교체 (6201Z 약각 소음) 하우징 교체'}","{'고장부품': '부스터펌프 모터 코일', '불량유형': 'OUT', '조치내용': '베어링 교체 (6201Z 사용), 약각소음 해결을 위한 하우징 교체'}"
M000000078,E-0302,파워프레스150TON PRESS AMP(2),2023-04-10,촌동시 9시 정지 타발불능 클러치솔밸브 동작 확인 원인불명 세기정공요청,클러치솔밸브,타발불능,동작 확인 후 원인이 파악되지 않아 세기정공에 요청,윤동태,40,,"{'고장부품': '클러치솔밸브', '불량유형': '타발불능', '조치내용': '동작 확인 및 원인불명 세기정공 요청'}","{'고장부품': '클러치솔밸브', '불량유형': '타발불능', '조치내용': '동작 확인 후 원인이 파악되지 않아 세기정공에 요청'}"
M000000126,HYP-019,유압프레스,2023-04-10,유압실린더 크렉 용접수리,유압실린더,크렉,용접수리,오정수,30,,"{'고장부품': '유압실린더 크렉', '불량유형': '용접', '조치내용': '용접수리'}","{'고장부품': '유압실린더', '불량유형': '크렉', '조치내용': '용접수리'}"
M000000193,POP-039,파워프레스200TON PRESS (B4),2023-04-10,"안전1행정 타발시 62도에서 정지 CR6 CR15 릴레이교체이상무,캠스위치조정  22->359","CR6 CR15 릴레이, 캠 스위치",타발시 62도에서 정지,릴레이 교체 및 캠 스위치 조정 (22->359),윤동태,60,,"{'고장부품': 'CR6, CR15 릴레이', '불량유형': '교체이상', '조치내용': '캠스위치 조정 (22->359)'}","{'고장부품': 'CR6 CR15 릴레이, 캠 스위치', '불량유형': '타발시 62도에서 정지', '조치내용': '릴레이 교체 및 캠 스위치 조정 (22->359)'}"
